-1.884948500216801	-12.424670532696467	-12.669959104748157	-14.24569603884102	-15.401260292192319	-16.71746402661237	-15.27882690487421
-1.6548455006504028	-12.033543879193768	-12.416972284239963	-14.177776276294473	-15.356216097755967	-16.832143931001607	-15.400896166501619
-1.4247425010840047	-12.192222810475187	-12.588593246056877	-14.285273693743514	-15.464992464775627	-16.880317012319136	-15.480397329595291
-1.1946395015176066	-12.062298979510608	-12.547583053860052	-14.171018303240269	-15.369764638579761	-16.753850157681978	-15.342001482335148
-0.9645365019512084	-11.859539076338082	-12.44493768635686	-13.99499998846076	-15.231644136664361	-16.585832952321393	-15.218976923935816
-0.7344335023848103	-11.422867999378807	-12.145954346719526	-13.663199349597393	-14.91494613627634	-16.267362521645126	-14.797958004811132
-0.5043305028184122	-11.613790649590303	-12.367055768818943	-13.818174500663975	-15.04154181031314	-16.351258156212708	-14.978439952092186
-0.27422750325201406	-11.451160198631287	-12.27437338410454	-13.672186510003302	-14.886954768093698	-16.165964192735217	-14.777764755613125
-0.044124503685615935	-11.704241011186497	-12.537873659516505	-13.837152787593798	-14.992079783739449	-16.18934263457541	-14.618416628390149
0.1859784958807822	-12.735229870412187	-13.544742610518458	-14.709548615146364	-15.767199426454665	-16.85426332582867	-15.367425484567192
