8.91413643505766e-20	8.692874884675283e-20	8.402053808329773e-20	8.050866769619369e-20	7.65050472045574e-20	7.213253811413062e-20	6.751591350825062e-20	6.2773944727661e-20	5.801336955596485e-20	5.3325043035106175e-20	4.8782178770892743e-20	4.444032484473097e-20	4.0338597354394585e-20	3.6501689960837176e-20	3.2942246966579174e-20	2.966328929201108e-20	2.6660487036273395e-20	2.392416172547427e-20	2.144096901093708e-20	1.9195258479573e-20	1.7170134864985597e-20	1.5348258917530313e-20	1.3712430894400625e-20	1.224599863356457e-20	1.0933128088290929e-20	9.758968776890911e-21	8.70974093086544e-21	7.772765811659443e-21	6.936456002400388e-21	6.190278561115939e-21	5.524700729351723e-21	4.931125351998691e-21	4.401821185429817e-21	3.929851753957645e-21	3.509005268773614e-21	3.1337272703739634e-21	2.799057029422526e-21	2.5005682887913192e-21	2.2343146088102764e-21	1.9967793554113226e-21	1.784830221281192e-21	1.5956780737925546e-21	1.4268398655757171e-21	1.2761053130313135e-21	1.1415070366209506e-21	1.0212938583273842e-21	9.139069618101482e-22	8.179586362867613e-22	7.322133437542163e-22	6.555708692219786e-22	5.870513340466921e-22	5.257818724981798e-22	4.709847908676454e-22	4.219670464635824e-22	3.7811090057352986e-22	3.388656148387058e-22	3.0374007449469036e-22	2.7229623461715595e-22	2.4414329694584754e-22	2.1893253512589257e-22	1.9635269539379362e-22	1.761259079384935e-22	1.5800405147694202e-22	1.4176552008537705e-22	1.2721234710398587e-22	1.1416764605960561e-22	1.0247333309808843e-22	9.198809944818997e-23	8.25856060096508e-23	7.415287532088279e-23	6.658885896249972e-23	5.980316093311226e-23	5.371489972991546e-23	4.8251693811356975e-23	4.334875684150112e-23	3.8948090641260815e-23	3.499776512320196e-23	3.145127568423741e-23	2.826696959199138e-23	2.5407533841656755e-23	2.2839537794683884e-23	2.0533024650872334e-23	1.8461146462259996e-23	1.6599837980159976e-23	1.492752514427043e-23	1.3424864482428604e-23	1.2074510097916708e-23	1.0860905284087375e-23	9.770096128616402e-24	8.789564756486142e-24	7.908080115878298e-24	7.115564438093702e-24	6.4029737045757044e-24	5.762190633891663e-24	5.185928861609227e-24	4.667647128581116e-24	4.2014724201758355e-24	3.782131112187316e-24	3.404887280053692e-24	3.0654874179742078e-24
8.925337162966162e-20	8.70720843568547e-20	8.419666393871727e-20	8.071770535287455e-20	7.674575242562313e-20	7.240241101838062e-20	6.781141825726275e-20	6.309079834188565e-20	5.834685514108497e-20	5.367030802833656e-20	4.913449002549292e-20	4.479526533216268e-20	4.06922007795072e-20	3.685051794891221e-20	3.32834183364757e-20	2.999447279347824e-20	2.69798686855479e-20	2.4230396410402687e-20	2.1733124061768604e-20	1.9472754887139525e-20	1.7432690038817295e-20	1.5595833424203777e-20	1.3945180516266414e-20	1.2464232303540342e-20	1.113727173014442e-20	9.949534751949282e-21	8.887302607244783e-21	7.937936686651018e-21	7.08987278856635e-21	6.33258766703205e-21	5.6565476092847646e-21	5.05314625329955e-21	4.5146368804073095e-21	4.034062899775645e-21	3.605189091813023e-21	3.222435319191044e-21	2.880813782446716e-21	2.575870439289703e-21	2.3036308807539534e-21	2.06055073021025e-21	1.8434704774661436e-21	1.6495745601726572e-21	1.4763544437126284e-21	1.3215754175230296e-21	1.1832468121011985e-21	1.0595953406270813e-21	9.490412777094376e-22	8.501772019763911e-22	7.617490467479923e-22	6.826392222053393e-22	6.118515921668767e-22	5.484981080285682e-22	4.917869211201613e-22	4.410118123672363e-22	3.9554279455719995e-22	3.5481775761218886e-22	3.183350410633314e-22	2.8564683043240295e-22	2.5635328552013023e-22	2.3009731875253634e-22	2.0655995083350423e-22	1.8545617908156442e-22	1.6653130107961565e-22	1.4955764272198083e-22	1.3433164548342078e-22	1.2067127283367682e-22	1.084137002465535e-22	9.741325726665083e-23	8.753959365583257e-23	7.867604479594441e-23	7.071817431958235e-23	6.357247441762585e-23	5.715520646685176e-23	5.139136656560458e-23	4.6213762288824555e-23	4.156218850112607e-23	3.738269142061248e-23	3.3626911326666907e-23	3.0251495369674544e-23	2.721757288516179e-23	2.4490286452957748e-23	2.203837268589269e-23	1.983378739304206e-23	1.7851370349119362e-23	1.606854542275625e-23	1.4465052279518254e-23	1.3022706287185052e-23	1.1725183616898555e-23	1.0557828859392969e-23	9.50748276524219e-24	8.562327975912658e-24	7.711750841972496e-24	6.946217629246643e-24	6.2571635958158066e-24	5.6368935850298855e-24	5.0784929243356164e-24	4.5757475486625946e-24	4.123072382100704e-24	3.715447114172864e-24	3.348358598524106e-24
8.963144003052524e-20	8.749030090302563e-20	8.465378045477502e-20	8.121101349709238e-20	7.727118597519912e-20	7.29547731268966e-20	6.838469841731884e-20	6.367853269413494e-20	5.894248368282439e-20	5.426749104727565e-20	4.972735961815981e-20	4.537860196854992e-20	4.126153654365631e-20	3.7402175924458647e-20	3.38145015761154e-20	3.050281717993898e-20	2.746397280972755e-20	2.4689339337952934e-20	2.2166479270402386e-20	1.9880506200669918e-20	1.7815153300461996e-20	1.5953586021465563e-20	1.4278999677346298e-20	1.2775042268046762e-20	1.142609937650371e-20	1.021747296447218e-20	9.135480522190299e-21	8.167495917241826e-21	7.301948755080703e-21	6.528295222161707e-21	5.8369702319519244e-21	5.219328173639061e-21	4.667577586917388e-21	4.1747135622553286e-21	3.734450508359394e-21	3.3411570613591002e-21	2.989794269681526e-21	2.675857722431234e-21	2.395323955552121e-21	2.1446012362400846e-21	1.920484666477622e-21	1.720115441578e-21	1.5409440343644928e-21	1.380697038842276e-21	1.2373473905588485e-21	1.109087678074003e-21	9.943062665064243e-22	8.915659666659018e-22	7.995849994275416e-22	7.172200230618481e-22	6.434510100181958e-22	5.773677783643323e-22	5.181580011797352e-22	4.650965343536218e-22	4.17535919256916e-22	3.7489793154990115e-22	3.3666606092940744e-22	3.023788189330845e-22	2.716237830554318e-22	2.440322954601415e-22	2.19274743575292e-22	1.970563579150786e-22	1.7711346966761152e-22	1.5921017700343344e-22	1.4313537477051766e-22	1.2870010732039909e-22	1.1573520872271644e-22	1.0408919863234823e-22	9.362640562956176e-23	8.422529300863779e-23	7.577696478897883e-23	6.818383220476326e-23	6.135842313040107e-23	5.522231885126196e-23	4.9705204320694283e-23	4.474401958035183e-23	4.028220138363927e-23	3.6269005271454155e-23	3.2658899422842385e-23	2.941102255623694e-23	2.6488699003338546e-23	2.3859004829551984e-23	2.1492379543000445e-23	1.9362278527968387e-23	1.7444861866624695e-23	1.5718715682463326e-23	1.4164602556679175e-23	1.2765237940492596e-23	1.1505089817406401e-23	1.0370199164107601e-23	9.348019021245172e-24	8.42727021922643e-24	7.597812012649836e-24	6.85052606285122e-24	6.177212373786784e-24	5.570495934324263e-24	5.023742951933021e-24	4.530985680503713e-24	4.086854950137639e-24	3.686519600605091e-24
8.985449213436508e-20	8.776066876427253e-20	8.497144413155273e-20	8.157429293175881e-20	7.76768015528472e-20	7.339804955338219e-20	6.885987741658534e-20	6.417914646345181e-20	5.94617391129697e-20	5.479862251391851e-20	5.026392157363181e-20	4.59146872207357e-20	4.1791918718582044e-20	3.79223835082255e-20	3.432083588078716e-20	3.099232823319414e-20	2.7934406543848093e-20	2.5139067542642963e-20	2.2594421354611485e-20	2.0286049396612633e-20	1.8198075822889912e-20	1.631398598291126e-20	1.4617231265685664e-20	1.3091659770312793e-20	1.1721809013942449e-20	1.049309211739423e-20	9.391903705947559e-21	8.405666770915923e-21	7.522837282388126e-21	6.7328795504029465e-21	6.026222208900338e-21	5.394202190039723e-21	4.829002084583413e-21	4.32358475891802e-21	3.871627937155138e-21	3.467460583426525e-21	3.1060022721400365e-21	2.7827062609985732e-21	2.493506641590106e-21	2.234769702646155e-21	2.00324947619997e-21	1.796047327272453e-21	1.6105753784517498e-21	1.4445235205359998e-21	1.2958297408293382e-21	1.1626534954388542e-21	1.0433518563889307e-21	9.364581751690833e-22	8.406630190225466e-22	7.547971531259929e-22	6.778163595845891e-22	6.08787902033199e-22	5.468784620354954e-22	4.913433900514007e-22	4.415171292882204e-22	3.968046851531484e-22	3.566740262466397e-22	3.206493148873993e-22	2.883048760825128e-22	2.59259823711699e-22	2.3317327155529005e-22	2.0974006473868731e-22	1.8868697427053518e-22	1.697693036942872e-22	1.5276786252665251e-22	1.374862661906626e-22	1.2374852662946524e-22	1.1139690176808063e-22	1.0028997552773781e-22	9.030094323921799e-23	8.13160800914593e-23	7.323337272867226e-23	6.596129630822553e-23	5.941772128389364e-23	5.352893591249217e-23	4.822877202118205e-23	4.345782293979915e-23	3.9162743716962774e-23	3.529562481770679e-23	3.181343145932263e-23	2.8677501594577e-23	2.585309630948458e-23	2.3308997077067602e-23	2.101714490842178e-23	1.8952316976320067e-23	1.7091836761901186e-23	1.5415314198281266e-23	1.3904412661999442e-23	1.2542639999205197e-23	1.131516107298942e-23	1.0208629585290836e-23	9.211037164965003e-24	8.311577926072952e-24	7.50052689004585e-24	6.769130834630324e-24	6.109510283634119e-24	5.514571486456168e-24	4.9779273569592186e-24	4.493826448983075e-24	4.05708914209877e-24
9.004347199538655e-20	8.798153504288371e-20	8.522495357072956e-20	8.185991729577355e-20	7.799272565776516e-20	7.374129445489319e-20	6.922652390503485e-20	6.45646202939318e-20	5.986111574799565e-20	5.520691436264291e-20	5.0676321392080984e-20	4.632675365061615e-20	4.219970088775644e-20	3.832248957317621e-20	3.471045500731289e-20	3.136921726313859e-20	2.8296852318391106e-20	2.5485834396122357e-20	2.2924691338439523e-20	2.0599360800390918e-20	1.849426378888049e-20	1.6593127571519376e-20	1.487959623972839e-20	1.3337667589484186e-20	1.1951992011582759e-20	1.07080645096213e-20	9.592335904555353e-21	8.592264391975481e-21	7.696324228119992e-21	6.893984567620927e-21	6.1756683755566364e-21	5.532698840247368e-21	4.957238744272243e-21	4.4422267243032545e-21	3.981313183816094e-21	3.568797743723547e-21	3.199569462520674e-21	2.8690505785689585e-21	2.573144181559576e-21	2.308185975444998e-21	2.0709001258261553e-21	1.858359071341977e-21	1.667947106070051e-21	1.4973274969813547e-21	1.3444128785903226e-21	1.2073386597638701e-21	1.0844391805170923e-21	9.742263660983368e-22	8.753706392673064e-22	7.866838676189787e-22	7.07104139847994e-22	6.356821821175213e-22	5.715692426106005e-22	5.140062885248639e-22	4.623143749950235e-22	4.1588605956956207e-22	3.7417774887936165e-22	3.3670287601752997e-22	3.030258179358735e-22	2.7275647190941634e-22	2.4554541889348425e-22	2.2107960947142817e-22	1.990785151405208e-22	1.792906939827679e-22	1.6149072538754567e-22	1.4547647350134976e-22	1.3106664353868822e-22	1.1809859905473254e-22	1.0642641180723296e-22	9.591911896979859e-23	8.645916524385239e-23	7.794100989102505e-23	7.02698809058522e-23	6.336066050133816e-23	5.713688781474434e-23	5.1529866282323816e-23	4.647786450147756e-23	4.192540061628537e-23	3.782260134472662e-23	3.412462772840291e-23	3.0791160541706384e-23	2.7785939059093964e-23	2.507634755706886e-23	2.2633044530997424e-23	2.0429630144364624e-23	1.8442347906847064e-23	1.6649817004211876e-23	1.5032792083339175e-23	1.3573947634728203e-23	1.2257684417275466e-23	1.1069955639922524e-23	9.998110855565682e-24	9.0307557375814e-24	8.157626101271514e-24	7.369474703993534e-24	6.657969510934153e-24	6.015602250399477e-24	5.435606204894303e-24	4.911882293711691e-24	4.4389326006508606e-24
9.031716156923848e-20	8.829523654237267e-20	8.557876747292914e-20	8.225245634042965e-20	7.84211541911163e-20	7.420150078960987e-20	6.97133957216772e-20	6.507237980325364e-20	6.038366869647845e-20	5.57381734707905e-20	5.1210476799011483e-20	4.685847635572676e-20	4.272427692758431e-20	3.883589111074251e-20	3.5209359329723463e-20	3.185098642707208e-20	2.875948576217025e-20	2.5927905165744244e-20	2.334527438356017e-20	2.099795957672771e-20	1.8870739433289833e-20	1.6947633313444742e-20	1.5212518494539108e-20	1.364957430702595e-20	1.2243588265531253e-20	1.0980154944723159e-20	9.845793450622444e-21	8.828004556993222e-21	7.91528426041655e-21	7.09710680094481e-21	6.363887121439723e-21	5.70693025576311e-21	5.1183731714537126e-21	4.591123064595566e-21	4.1187949338351134e-21	3.695650375646265e-21	3.3165388830104707e-21	2.9768424442249323e-21	2.6724238868182223e-21	2.399579161187888e-21	2.1549935842728623e-21	1.9357019457580728e-21	1.7390523029935547e-21	1.5626732446159438e-21	1.404444378221189e-21	1.2624697879522178e-21	1.1350542087947854e-21	1.0206816722337753e-21	9.17996390178213e-22	8.257856588958866e-22	7.429645808160492e-22	6.685624185642598e-22	6.01710411877835e-22	5.416309037150974e-22	4.876276366697028e-22	4.390770945945865e-22	3.9542077706635146e-22	3.5615830596986454e-22	3.208412740799311e-22	2.890677551096274e-22	2.6047740334424303e-22	2.3474707875398196e-22	2.115869404486307e-22	1.9073695757366932e-22	1.7196379231801103e-22	1.550580146734801e-22	1.3983161301549056e-22	1.2611576851885785e-22	1.1375886493347779e-22	1.0262470836789419e-22	9.259093450657788e-23	8.354758315689377e-23	7.539582221799833e-23	6.804680511672717e-23	6.142064749194848e-23	5.544551045302147e-23	5.005677911140843e-23	4.519632630627501e-23	4.0811852532021625e-23	3.6856294043229343e-23	3.3287291973851905e-23	3.006671607447871e-23	2.7160237354719453e-23	2.4536944526489498e-23	2.216899968654904e-23	2.003132916036355e-23	1.8101345860753364e-23	1.6358699899657336e-23	1.4785054534765838e-23	1.3363884839356308e-23	1.2080296757407462e-23	1.0920864450579665e-23	9.873484062113844e-24	8.927242217942036e-24	8.072297759854606e-24	7.299775361652044e-24	6.601669818828774e-24	5.970759927257153e-24	5.400530978139434e-24	4.885104996580433e-24
9.045540750834509e-20	8.846828354582064e-20	8.578801074471841e-20	8.249789966492185e-20	7.870138667191263e-20	7.451380763329131e-20	7.005397894470768e-20	6.543664985816369e-20	6.076656332912538e-20	5.613446461765388e-20	5.161503672934354e-20	4.7266486697349115e-20	4.313137557770264e-20	3.923826055673162e-20	3.560376510183188e-20	3.223477665871101e-20	2.9130562933199786e-20	2.6284679892016245e-20	2.368660929023352e-20	2.1323109340973284e-20	1.9179291292372437e-20	1.7239450842460207e-20	1.5487690299116725e-20	1.3908368427584576e-20	1.2486412502360046e-20	1.1207522931370484e-20	1.0058296074429428e-20	9.026286205833785e-21	8.100023328863433e-21	7.268999890927046e-21	6.5236364030816205e-21	5.855233500368005e-21	5.25591602173936e-21	4.7185731616816805e-21	4.236797572725598e-21	3.8048254091488324e-21	3.417478637306465e-21	3.0701104473866224e-21	2.7585542446028046e-21	2.4790764427650518e-21	2.2283331046217383e-21	2.0033303517920146e-21	1.8013883875239023e-21	1.6201089265055844e-21	1.4573457989199136e-21	1.3111784844164204e-21	1.179888330895362e-21	1.061937219424796e-21	9.559484476715476e-22	8.606896180640587e-22	7.750573321961309e-22	6.980635088015682e-22	6.288231583482113e-22	5.665434624976986e-22	5.1051402109077895e-22	4.600981427952638e-22	4.1472506802055107e-22	3.7388302413929676e-22	3.3711302348042257e-22	3.040033240090449e-22	2.741844811434764e-22	2.473249268407413e-22	2.2312701897723394e-22	2.0132351022740855e-22	1.8167439116625969e-22	1.6396406725352203e-22	1.4799883375725572e-22	1.336046165961477e-22	1.2062495057326233e-22	1.0891916958438657e-22	9.836078615262266e-23	8.883604010470176e-23	8.024259839674248e-23	7.248839004788531e-23	6.549056187601186e-23	5.917454227445797e-23	5.347320164347711e-23	4.832609931412807e-23	4.3678807892012076e-23	3.94823069188426e-23	3.5692438614443736e-23	3.226941923220835e-23	2.917740024778198e-23	2.6384074213022985e-23	2.3860320653383637e-23	2.157988787404708e-23	1.9519106974940463e-23	1.765663476288333e-23	1.597322259572377e-23	1.445150850292166e-23	1.3075830203674523e-23	1.1832056890944521e-23	1.0707437870816199e-23	9.690466344322785e-24	8.770756795753786e-24	7.938934609728612e-24	7.186536680993631e-24	6.5059219077475514e-24	5.890190572902336e-24	5.3331117194556646e-24
9.075681183471267e-20	8.88086573884854e-20	8.616724796168317e-20	8.291447673104941e-20	7.915240272418913e-20	7.499515056928776e-20	7.056058945061761e-20	6.596284248919321e-20	6.130636105018773e-20	5.668190918716298e-20	5.2164448567929796e-20	4.781266061377906e-20	4.366970995966414e-20	3.976482577452626e-20	3.611532157697314e-20	3.272875480513935e-20	2.9605016837885e-20	2.673822503422467e-20	2.4118352507759458e-20	2.1732577116034827e-20	1.9566360523466764e-20	1.7604284711083776e-20	1.5830680652190338e-20	1.4230085243192e-20	1.2787560429909849e-20	1.1488904534913065e-20	1.032078120255552e-20	9.270786816045064e-21	8.327473071737243e-21	7.480337782530808e-21	6.719793963545819e-21	6.0371247990543984e-21	5.424430136360765e-21	4.874568624632497e-21	4.3810984396269605e-21	3.938218640587079e-21	3.540712534320257e-21	3.1838939244266444e-21	2.8635567607910525e-21	2.575928443852068e-21	2.3176268546897196e-21	2.085621056101822e-21	1.8771955265475408e-21	1.6899177366677125e-21	1.5216088483773416e-21	1.3703173027594987e-21	1.2342950603263503e-21	1.1119762620698915e-21	1.0019580894809289e-21	9.029836144720463e-22	8.139264445388494e-22	7.337769835789614e-22	6.616301439010354e-22	5.966743596562609e-22	5.381817659302946e-22	4.854994208766262e-22	4.380414604662588e-22	3.9528208664261013e-22	3.5674929991307647e-22	3.2201929671323716e-22	2.907114602955164e-22	2.624838814798015e-22	2.370293524221601e-22	2.14071782673032e-22	1.9336299227096802e-22	1.7467984151243537e-22	1.5782166140876827e-22	1.4260795274082483e-22	1.288763250988066e-22	1.1648065039322255e-22	1.0528940808331337e-22	9.518420182789857e-23	8.605842945310208e-23	7.781609008123957e-23	7.037071400157615e-23	6.364440241015521e-23	5.756696552344999e-23	5.207514879786606e-23	4.711193808073454e-23	4.2625935493179145e-23	3.857079871427931e-23	3.490473711091049e-23	3.1590058848973695e-23	2.859276373857329e-23	2.5882177116306275e-23	2.3430620559421796e-23	2.121311566567559e-23	1.920711752497212e-23	1.739227485944759e-23	1.575021412204651e-23	1.4264345123895506e-23	1.2919686011471615e-23	1.1702705638883012e-23	1.0601181581356978e-23	9.604072215797157e-24	8.701401455262249e-24	7.884154868444979e-24	7.144186044468647e-24	6.4741321791591205e-24	5.8673379628108044e-24
9.092467600262654e-20	8.901020200728819e-20	8.640361022118091e-20	8.31854745253061e-20	7.945651499673348e-20	7.532962429476247e-20	7.09216507278111e-20	6.634597502155922e-20	6.17066106629734e-20	5.709417710274035e-20	5.25837458948317e-20	4.8234308269590056e-20	4.408947908093657e-20	4.017902185387774e-20	3.652082060562039e-20	3.312300192333704e-20	2.99859981421582e-20	2.7104422058101685e-20	2.4468687152232775e-20	2.2066352929791152e-20	1.9883204503836792e-20	1.790409235006463e-20	1.6113565824839585e-20	1.4496335708653202e-20	1.3037599142257893e-20	1.1723256588306041e-20	1.0540046012145343e-20	9.47561501966149e-21	8.518547593376196e-21	7.658358501437437e-21	6.885465463611925e-21	6.191146719440376e-21	5.5674896970647635e-21	5.007334954637111e-21	4.504218386915745e-21	4.0523137908933505e-21	3.646377208089443e-21	3.2816939589086835e-21	2.9540289165791342e-21	2.659580302908113e-21	2.394937100409057e-21	2.157040045766735e-21	1.943146083091212e-21	1.750796100474354e-21	1.577785741295347e-21	1.422139065968948e-21	1.2820848354990524e-21	1.156035191663759e-21	1.0425665172541891e-21	9.40402271584009e-22	8.483976100885417e-22	7.655256112596376e-22	6.908649487329952e-22	6.235888605987631e-22	5.62955281645223e-22	5.082980170880074e-22	4.5901884828519115e-22	4.145804719516156e-22	3.7450018446449633e-22	3.383442320234694e-22	3.0572275573590536e-22	2.7628526819644407e-22	2.497166048777755e-22	2.257332997083544e-22	2.0408033964226252e-22	1.8452825788509412e-22	1.668705297822337e-22	1.5092123925353048e-22	1.36512987118591e-22	1.234950157428944e-22	1.1173152718612724e-22	1.0110017448638194e-22	9.149070789913681e-23	8.280375985734492e-23	7.494975415435105e-23	6.784792639793416e-23	6.142544416227956e-23	5.561661649358792e-23	5.036218352076952e-23	4.560867789992529e-23	4.13078506931248e-23	3.7416155059906906e-23	3.389428183431613e-23	3.0706741680247717e-23	2.78214890715978e-23	2.52095838383995e-23	2.2844886462224e-23	2.0703783699349338e-23	1.8764941463621434e-23	1.7009082217087732e-23	1.541878439937786e-23	1.397830168002354e-23	1.2673400044636418e-23	1.149121092892022e-23	1.042009879642114e-23	9.449541718954178e-24	8.570023664791831e-24	7.772937330752702e-24	7.050496471868938e-24	6.395656787768172e-24
9.118190754717014e-20	8.932289297055067e-20	8.677119667589139e-20	8.36056687614139e-20	7.99253847226717e-20	7.58418103380133e-20	7.147068981041349e-20	6.692468143172666e-20	6.230746859603383e-20	5.770970251243909e-20	5.3206789222545e-20	4.885828337682746e-20	4.470851598208017e-20	4.078804975165344e-20	3.7115592914102877e-20	3.370007694143296e-20	3.0542688722912724e-20	2.763872594013395e-20	2.4979207340744535e-20	2.2552215160848505e-20	2.0343976702706676e-20	1.8339709241178598e-20	1.6524260496930426e-20	1.4882578951618956e-20	1.3400046692474199e-20	1.2062703979939186e-20	1.085739047183804e-20	9.771823708900341e-21	8.794631456027268e-21	7.915350982665386e-21	7.124405408551007e-21	6.413064820182414e-21	5.773397924474776e-21	5.198218480600245e-21	4.681029568857437e-21	4.215967851574193e-21	3.79774929870904e-21	3.42161734216195e-21	3.0832940486554803e-21	2.7789346299277842e-21	2.5050854160002605e-21	2.2586452829954732e-21	2.036830436352181e-21	1.8371423917902412e-21	1.6573389612598398e-21	1.4954080327561437e-21	1.3495439263452582e-21	1.2181261103494154e-21	1.0997000686690937e-21	9.929601206997678e-22	8.967340078020037e-22	8.099690737906238e-22	7.317198807115331e-22	6.611371147892606e-22	5.974576505352366e-22	5.399956534076451e-22	4.881346129952339e-22	4.413202094072596e-22	3.990539253799678e-22	3.608873255746935e-22	3.264169326806974e-22	2.9527963729492223e-22	2.6714858518545615e-22	2.41729491511898e-22	2.18757336930793e-22	1.9799340531305268e-22	1.7922262709507658e-22	1.6225119612527168e-22	1.4690443129858946e-22	1.3302485733523542e-22	1.2047048179411226e-22	1.0911324785161793e-22	9.883764455330592e-23	8.953945818797e-23	8.112465016623564e-23	7.350834833141536e-23	6.661394000955554e-23	6.037225633639126e-23	5.472083849749825e-23	4.96032774987348e-23	4.496861995993372e-23	4.07708332071615e-23	3.6968323637918013e-23	3.352350295841879e-23	3.040239745069204e-23	2.7574295926752773e-23	2.5011432474003865e-23	2.2688700495918728e-23	2.0583394910026528e-23	1.8674979685766e-23	1.6944878191881156e-23	1.537628408027719e-23	1.3953990663817867e-23	1.2664236952243764e-23	1.149456869576448e-23	1.0433712952162162e-23	9.47146484245669e-24	8.598585294110019e-24	7.806708690988472e-24	7.088259457285835e-24
