Cluster_0_1	3.7859573280950275e15	1.9403667711753148e-5	0.0002259851835960775	2.051296607245854e-13	4.5160725324929623e42
Cluster_0_2	2.232479111332448e15	7.381380998626063e-6	0.0004090039476405718	3.0274683229668386e-14	3.7297588320958575e41
Cluster_0_3	2.332207512542423e15	6.506569630099038e-6	0.00022575112906091902	1.4759902257304046e-13	9.949262573531429e41
Cluster_0_4	2.220612918695588e15	1.1859967739046426e-5	0.00025073509534022414	2.7337852563186687e-14	1.1780772352849333e42
Cluster_0_5	2.558740270399882e15	2.9405199524458686e-5	0.0003628482081797672	5.574338620988496e-14	1.9541664740690876e42
Cluster_0_6	2.400156088608529e15	5.826194332977089e-6	0.0003738147559903741	5.765613485982931e-14	9.495612144686274e41
Cluster_1_1	1.4388677927180168e15	1.977063372059521e-5	0.0002698583889771592	1.3331800401979409e-13	5.26233490798652e41
Cluster_1_2	2.348986000442674e15	1.6505978908444917e-5	0.0002031599929168783	3.1293956127468556e-14	9.207252207830186e41
Cluster_1_3	2.2606610594658405e15	1.2338569211311846e-5	0.00015509878585733133	7.017543848341516e-14	1.2723572554851438e42
Cluster_1_4	2.1967163752397818e15	1.2516143137999366e-5	0.00033217402295370986	4.453704705267819e-14	6.053670733194391e41
Cluster_1_5	2.218273664600856e15	9.532879787757349e-6	0.00018353042501285222	2.3823649932119476e-13	3.133463557917962e42
Cluster_1_6	2.1257896654124245e15	9.270326673473006e-6	0.00019025317282435995	3.3006548362459194e-14	6.736284651254839e41
Cluster_1_7	1.8376187380109192e15	6.1931400364603e-5	0.000512434695169688	5.804715423017926e-14	1.3890513799618294e42
Cluster_1_8	1.8234446473365798e15	1.7696071812342522e-5	0.0004756272409125515	3.8793652801597945e-14	6.868512008613636e41
Cluster_1_9	2.0037677991736758e15	4.941599242508158e-5	0.0009843655433852477	1.5431186503640051e-12	2.763320189969773e42
Cluster_1_10	1.7697522410358568e15	6.983203508929239e-6	0.0003184893876743405	1.1450506401141332e-14	3.0781514556429463e41
Cluster_1_11	1.8220730503910285e15	1.136989167993517e-5	0.0001874423843658662	1.8211320966353702e-13	1.0485429092701682e42
Cluster_1_12	1.9754897078353255e15	2.8733561036525628e-5	0.00034183689208372036	6.391462092215918e-14	1.9139622269328365e42
Cluster_1_13	1.7421748192415522e15	2.7256701730702664e-5	0.0004383977868088236	3.6989595041283033e-13	2.5090754846009568e42
